"region";"boligtype";"kvartal";"statistikkvariabel";"07221: Prisindeks for brukte boliger, etter region, boligtype, kvartal og statistikkvariabel"
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"1999K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"1999K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"1999K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"1999K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2000K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2001K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2002K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2003K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2004K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K1";"Prisindeks for brukte boliger";50,9
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K2";"Prisindeks for brukte boliger";52,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K3";"Prisindeks for brukte boliger";54,5
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K4";"Prisindeks for brukte boliger";55,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2005K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K1";"Prisindeks for brukte boliger";59,5
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K2";"Prisindeks for brukte boliger";62,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K3";"Prisindeks for brukte boliger";66,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K4";"Prisindeks for brukte boliger";68,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2006K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K1";"Prisindeks for brukte boliger";71,6
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K2";"Prisindeks for brukte boliger";77
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K3";"Prisindeks for brukte boliger";79,5
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K4";"Prisindeks for brukte boliger";80
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2007K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K1";"Prisindeks for brukte boliger";80,7
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K2";"Prisindeks for brukte boliger";82,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K3";"Prisindeks for brukte boliger";79,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K4";"Prisindeks for brukte boliger";74,7
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2008K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K1";"Prisindeks for brukte boliger";77
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K2";"Prisindeks for brukte boliger";78,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K3";"Prisindeks for brukte boliger";81,9
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K4";"Prisindeks for brukte boliger";78,6
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2009K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K1";"Prisindeks for brukte boliger";84,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K2";"Prisindeks for brukte boliger";85,9
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K3";"Prisindeks for brukte boliger";86,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K4";"Prisindeks for brukte boliger";88,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2010K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K1";"Prisindeks for brukte boliger";92,7
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K2";"Prisindeks for brukte boliger";93,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K3";"Prisindeks for brukte boliger";92,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K4";"Prisindeks for brukte boliger";94,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2011K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K1";"Prisindeks for brukte boliger";96
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K2";"Prisindeks for brukte boliger";98
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K3";"Prisindeks for brukte boliger";95,5
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K4";"Prisindeks for brukte boliger";98
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2012K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K1";"Prisindeks for brukte boliger";101
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K2";"Prisindeks for brukte boliger";100
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K3";"Prisindeks for brukte boliger";99,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K4";"Prisindeks for brukte boliger";97,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2013K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K1";"Prisindeks for brukte boliger";100,6
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K2";"Prisindeks for brukte boliger";99,9
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K3";"Prisindeks for brukte boliger";100,9
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K4";"Prisindeks for brukte boliger";97,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2014K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K1";"Prisindeks for brukte boliger";100,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K2";"Prisindeks for brukte boliger";103,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K3";"Prisindeks for brukte boliger";100,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K4";"Prisindeks for brukte boliger";96,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2015K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K1";"Prisindeks for brukte boliger";100,7
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K2";"Prisindeks for brukte boliger";101,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K3";"Prisindeks for brukte boliger";99,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K4";"Prisindeks for brukte boliger";98,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2016K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K1";"Prisindeks for brukte boliger";101
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K2";"Prisindeks for brukte boliger";101,5
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K3";"Prisindeks for brukte boliger";99
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K4";"Prisindeks for brukte boliger";100,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2017K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K1";"Prisindeks for brukte boliger";97,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K2";"Prisindeks for brukte boliger";103
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K3";"Prisindeks for brukte boliger";100,5
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K4";"Prisindeks for brukte boliger";100,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2018K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K1";"Prisindeks for brukte boliger";99,7
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K2";"Prisindeks for brukte boliger";101,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K3";"Prisindeks for brukte boliger";102,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K4";"Prisindeks for brukte boliger";99,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2019K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K1";"Prisindeks for brukte boliger";103,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K2";"Prisindeks for brukte boliger";105,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K3";"Prisindeks for brukte boliger";104,9
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K4";"Prisindeks for brukte boliger";104,7
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2020K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K1";"Prisindeks for brukte boliger";111,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K2";"Prisindeks for brukte boliger";116,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K3";"Prisindeks for brukte boliger";115,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K4";"Prisindeks for brukte boliger";113,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2021K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K1";"Prisindeks for brukte boliger";119,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K2";"Prisindeks for brukte boliger";123,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K3";"Prisindeks for brukte boliger";125,7
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K4";"Prisindeks for brukte boliger";123,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2022K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K1";"Prisindeks for brukte boliger";127,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K2";"Prisindeks for brukte boliger";129,3
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K3";"Prisindeks for brukte boliger";127,9
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K4";"Prisindeks for brukte boliger";126,5
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2023K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K1";"Prisindeks for brukte boliger";132,1
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K2";"Prisindeks for brukte boliger";134,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K3";"Prisindeks for brukte boliger";134,4
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K4";"Prisindeks for brukte boliger";134,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2024K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2025K1";"Prisindeks for brukte boliger";142,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2025K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2025K2";"Prisindeks for brukte boliger";147,2
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2025K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2025K3";"Prisindeks for brukte boliger";150,8
"008 Agder og Rogaland uten Stavanger";"02 Småhus";"2025K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1992K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1993K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1994K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K4";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1995K4";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K1";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K1";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K2";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K2";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K3";"Prisindeks for brukte boliger";0
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K3";"Prisindeks for brukte boliger, sesongjustert";..
"008 Agder og Rogaland uten Stavanger";"03 Blokkleiligheter";"1996K4";"Prisindeks for brukte boliger";0
